"","protein","group"
"2455","UGGT1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2456","FASTKD2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2457","TECR","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2458","ERAP1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2459","CISD1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2460","CLIC5","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2461","FAM120A","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2462","GDE1","Male_type_I, Male_type_II, Female_type_II"
"2463","GLTP","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2464","COQ3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2465","HSPBP1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2466","MAT2B","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2467","MYOF","Male_type_I, Male_type_II, Female_type_II"
"2468","EHD2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2469","TMOD4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2470","LMCD1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2471","MRPL15","Male_type_I, Male_type_II"
"2472","NDUFAF4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2473","NDUFA13","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2474","PDP1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2475","VAPA","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2476","AKAP7","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2477","RNF181","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2478","TMEM14C","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2479","ABRACL","Male_type_I"
"2480","BCCIP","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2481","LARS1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2482","SUCLA2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2483","GMPR2","Male_type_I, Male_type_II, Female_type_II"
"2484","IMPACT","Male_type_I, Female_type_I"
"2485","ATXN10","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2486","EPS15L1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2487","SAE1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2488","COPG2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2489","MYOT","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2490","COMMD3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2491","GNG12","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2492","MTRR","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2493","VPS29","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2494","EIF3K","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2495","GRHPR","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2496","CTSZ","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2497","RPS6KB2","Male_type_I"
"2498","DNAJB11","Male_type_I"
"2499","PEF1","Male_type_I, Female_type_I, Female_type_II"
"2500","COPS7A","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2501","FBLN5","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2502","HSPB7","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2503","AASS","Male_type_I, Male_type_II, Female_type_I"
"2504","UQCR10","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2505","DNAJB4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2506","NIPSNAP3A","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2507","ABCF2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2508","MTRF1L","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2509","NDRG3","Male_type_I, Female_type_I"
"2510","SWAP70","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2511","FBXO40","Male_type_I, Female_type_I"
"2512","SUN2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2513","LAMTOR3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2514","MLH3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2515","CHORDC1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2516","SEPTIN9","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2517","UBQLN2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2518","PCYOX1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2519","SMPX","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2520","BCAP29","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2521","CYB5R1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2522","PFDN2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2523","PUF60","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2524","NRBP1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2525","ENOPH1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2526","NDUFA12","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2527","TRMT112","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2528","XPO7","Male_type_I"
"2529","LCMT1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2530","ATP5IF1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2531","AK3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2532","SIX4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2533","RABGEF1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2534","MSRA","Male_type_I, Male_type_II, Female_type_I"
"2535","NAGK","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2536","DBNL","Male_type_I, Male_type_II"
"2537","DCTN4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2538","HSPB8","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2539","GGA1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2540","STOML2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2541","RPS6KA6","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2542","JPT1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2543","APPL1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2544","RALY","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2545","ITGB1BP2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2546","PACSIN3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2547","ACAD8","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2548","AGO2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2549","MYH2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2550","MYH13","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2551","CDV3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2552","RAB21","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2553","PSME2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2554","DNPEP","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2555","MCTS1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2556","INTU","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2557","STRIP2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2558","HECTD1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2559","EPDR1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2560","DDX19B","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2561","NFU1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2562","PRPF19","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2563","SYNPO2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2564","UBQLN1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2565","SNX12","Male_type_I, Male_type_II, Female_type_II"
"2566","SYNRG","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2567","NDRG2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2568","VPS4A","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2569","ATP1B4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2570","G3BP2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2571","STUB1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2572","PACSIN2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2573","SNX6","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2574","PSMD13","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2575","FAF1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2576","PPIE","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2577","COPS3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2578","RPL26L1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2579","NSFL1C","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2580","MACF1","Male_type_I, Female_type_I"
"2581","LIMCH1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2582","USP24","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2583","MAPRE3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2584","SHOC2","Male_type_I, Male_type_II, Female_type_II"
"2585","NEU3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2586","PA2G4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2587","SPG7","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2588","CAMK2A","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2589","RTRAF","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2590","RUVBL2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2591","PIN4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2592","EIF3L","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2593","PLAA","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2594","RUVBL1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2595","NUDC","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2596","BCS1L","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2597","VDAC3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2598","CFL2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2599","FARSA","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2600","DRG1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2601","NCKAP1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2602","CNPY2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2603","STK38L","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2604","PADI2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2605","MYH15","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2606","GSTK1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2607","MRPS28","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2608","COA3","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2609","MRPS17","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2610","MRPS7","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2611","POLDIP2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2612","CARHSP1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2613","THRAP3","Male_type_I, Male_type_II, Female_type_I"
"2614","SUGT1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2615","YARS2","Male_type_I, Male_type_II, Female_type_II"
"2616","COQ6","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2617","ACOT9","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2618","NOSIP","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2619","DERA","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2620","MEMO1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2621","TMX2","Male_type_I, Female_type_I"
"2622","LSM2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2623","SH3GLB1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2624","CAB39","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2625","DHRS7","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2626","MOB4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2627","SBDS","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2628","TMED7","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2629","SF3B6","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2630","REXO2","Male_type_I, Male_type_II, Female_type_II"
"2631","PPIL1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2632","UFC1","Male_type_I, Female_type_I"
"2633","MSRB2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2634","FIS1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2635","PAM16","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2636","AK6","Male_type_I, Male_type_II, Female_type_II"
"2637","MRPS23","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2638","PTRH2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2639","STRAP","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2640","RTCB","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2641","RABGAP1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2642","HBS1L","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2643","TLN1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2644","WASHC2C","Male_type_I, Male_type_II"
"2645","USP15","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2646","TLN2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2647","DTNA","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2648","HYOU1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2649","ATG4B","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2650","AFG3L2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2651","ARIH1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2652","RNF114","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2653","SAMM50","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2654","PPME1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2655","AP4S1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2656","TIMM10B","Male_type_I"
"2657","TIMM9","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2658","TIMM8B","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2659","CD2AP","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2660","ATP6V1D","Male_type_I, Male_type_II, Female_type_II"
"2661","TIMM13","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2662","SRPRB","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2663","GMPPB","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2664","RBM8A","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2665","TSSC4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2666","SNX9","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2667","SNX5","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2668","HEBP2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2669","PUS1","Male_type_I, Female_type_I"
"2670","LRRFIP2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2671","FHOD1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2672","MYH4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2673","ALG5","Male_type_I, Male_type_II, Female_type_I"
"2674","MRPS18B","Male_type_I"
"2675","COPG1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2676","FKBP7","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2677","CLIC4","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2678","NFS1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2679","SAR1B","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2680","MTCH2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2681","BZW2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2682","DYNC1LI1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2683","CHCHD2","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2684","EPN1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2685","NDUFB9","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2686","COX11","Male_type_I, Female_type_II"
"2687","SESN1","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2688","ENPP4","Male_type_I, Male_type_II, Female_type_I"
"2689","SEC23IP","Male_type_I, Male_type_II, Female_type_I, Female_type_II"
"2690","IGHV4-61","Male_type_II, Female_type_II"
"2691","MYH7B","Male_type_II, Female_type_II"
"2692","C4orf54","Male_type_II"
"2693","AIP","Male_type_II, Female_type_II"
"2694","COX7A2L","Male_type_II, Female_type_I"
"2695","UBFD1","Male_type_II, Female_type_I, Female_type_II"
"2696","EIF1AY","Male_type_II, Female_type_II"
"2697","IKBKB","Male_type_II, Female_type_II"
"2698","RASA4","Male_type_II, Female_type_I, Female_type_II"
"2699","NCK2","Male_type_II, Female_type_I, Female_type_II"
"2700","SYNGR1","Male_type_II, Female_type_II"
"2701","AHCYL1","Male_type_II, Female_type_II"
"2702","COBL","Male_type_II, Female_type_II"
"2703","MPDU1","Male_type_II, Female_type_I, Female_type_II"
"2704","GPC4","Male_type_II, Female_type_II"
"2705","UFL1","Male_type_II, Female_type_I, Female_type_II"
"2706","USP19","Male_type_II"
"2707","MOCS3","Male_type_II"
"2708","PPP1R3D","Male_type_II, Female_type_II"
"2709","AGT","Male_type_II, Female_type_I, Female_type_II"
"2710","OAT","Male_type_II, Female_type_II"
"2711","NFIC","Male_type_II, Female_type_I, Female_type_II"
"2712","CD63","Male_type_II, Female_type_II"
"2713","RALB","Male_type_II, Female_type_II"
"2714","LAMP1","Male_type_II, Female_type_II"
"2715","G6PD","Male_type_II, Female_type_II"
"2716","UBL4A","Male_type_II"
"2717","PCNA","Male_type_II, Female_type_II"
"2718","ENG","Male_type_II, Female_type_II"
"2719","TRIM21","Male_type_II, Female_type_II"
"2720","PVALB","Male_type_II, Female_type_II"
"2721","NMT1","Male_type_II, Female_type_I, Female_type_II"
"2722","MCM7","Male_type_II, Female_type_II"
"2723","POLR2I","Male_type_II, Female_type_II"
"2724","PPIC","Male_type_II"
"2725","NEDD4","Male_type_II, Female_type_II"
"2726","ADGRE5","Male_type_II, Female_type_II"
"2727","DHPS","Male_type_II, Female_type_I, Female_type_II"
"2728","MANF","Male_type_II"
"2729","CASP7","Male_type_II"
